QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,WR,Chester Rogers (9359838),Chester Rogers,9359838,3000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,RB,Justin Davis (9359863),Justin Davis,9359863,3000,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,WR,Bug Howard (9359877),Bug Howard,9359877,3000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,RB,Sam Rogers (9359961),Sam Rogers,9359961,3000,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,RB,De'Mard Llorens (9359997),De'Mard Llorens,9359997,3000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,WR,Shakeir Ryan (9359999),Shakeir Ryan,9359999,3000,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,WR,Josh Reynolds (9360097),Josh Reynolds,9360097,3000,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,WR,Mike Thomas (9360115),Mike Thomas,9360115,3000,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,WR,Harvey Binford (9360127),Harvey Binford,9360127,3000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,WR,K.D. Cannon (9360133),K.D. Cannon,9360133,3000,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,WR,Valdez Showers (9360224),Valdez Showers,9360224,3000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,RB,Daryl Richardson (9360226),Daryl Richardson,9360226,3000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,WR,Marvin Bracy (9360234),Marvin Bracy,9360234,3000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,WR,Brian Riley (9360248),Brian Riley,9360248,3000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,WR,Justice Liggins (9360250),Justice Liggins,9360250,3000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,RB,Marcel Reece (9358883),Marcel Reece,9358883,3000,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,WR,Jamel Johnson (9359229),Jamel Johnson,9359229,3000,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,RB,Tre Madden (9359421),Tre Madden,9359421,3000,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,WR,Tanner McEvoy (9359459),Tanner McEvoy,9359459,3000,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,RB,Aaron Ripkowski (9359465),Aaron Ripkowski,9359465,3000,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,RB,Joe Kerridge (9359493),Joe Kerridge,9359493,3000,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,RB,J.D. McKissic (9359543),J.D. McKissic,9359543,3000,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,WR,Trevor Davis (9359584),Trevor Davis,9359584,3000,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,WR,Kenny Lawler Jr. (9359667),Kenny Lawler Jr.,9359667,3000,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,WR,Darreus Rogers (9359685),Darreus Rogers,9359685,3000,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,WR,Max McCaffrey (9359696),Max McCaffrey,9359696,3000,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,RB,Mike Davis (9359754),Mike Davis,9359754,3000,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,WR,Amara Darboh (9359802),Amara Darboh,9359802,3000,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,WR,Montay Crockett (9359814),Montay Crockett,9359814,3000,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,RB,Alex Collins (9359973),Alex Collins,9359973,3000,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,RB,William Stanback (9359989),William Stanback,9359989,3000,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,WR,DeAngelo Yancey (9360020),DeAngelo Yancey,9360020,3000,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,WR,Colby Pearson (9360047),Colby Pearson,9360047,3000,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,RB,Kalif Phillips (9360069),Kalif Phillips,9360069,3000,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,WR,Geronimo Allison (9360089),Geronimo Allison,9360089,3000,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,WR,Malachi Dupre (9360093),Malachi Dupre,9360093,3000,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,RB,Chris Carson (9360166),Chris Carson,9360166,3000,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,WR,Michael Clark (9360170),Michael Clark,9360170,3000,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,WR,Cyril Grayson (9360188),Cyril Grayson,9360188,3000,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,WR,David Moore (9360194),David Moore,9360194,3000,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,WR,Rodney Smith (9360211),Rodney Smith,9360211,3000,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,RB,Darrel Young (9358852),Darrel Young,9358852,3000,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,WR,Louis Murphy (9358860),Louis Murphy,9358860,3000,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,WR,Brenton Bersin (9359026),Brenton Bersin,9359026,3000,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,WR,Trevor Graham (9359046),Trevor Graham,9359046,3000,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,RB,Kyle Juszczyk (9359106),Kyle Juszczyk,9359106,3000,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,RB,Kapri Bibbs (9359369),Kapri Bibbs,9359369,3000,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,WR,Damiere Byrd (9359457),Damiere Byrd,9359457,3000,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,RB,Raheem Mostert (9359500),Raheem Mostert,9359500,3000,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,WR,Keyarris Garrett (9359512),Keyarris Garrett,9359512,3000,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,RB,Jalen Simmons (9359549),Jalen Simmons,9359549,3000,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,WR,DeAndre Carter (9359575),DeAndre Carter,9359575,3000,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,WR,Mose Frazier (9359582),Mose Frazier,9359582,3000,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,WR,Aaron Burbridge (9359806),Aaron Burbridge,9359806,3000,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,RB,Cameron Artis-Payne (9359858),Cameron Artis-Payne,9359858,3000,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,WR,Trent Taylor (9359918),Trent Taylor,9359918,3000,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,RB,Tyler McCloskey (9359945),Tyler McCloskey,9359945,3000,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,WR,Fred Ross Jr. (9359949),Fred Ross Jr.,9359949,3000,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,WR,DeAndre Smelter (9360016),DeAndre Smelter,9360016,3000,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,WR,Austin Duke (9360029),Austin Duke,9360029,3000,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,WR,Victor Bolden Jr. (9360033),Victor Bolden Jr.,9360033,3000,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,RB,Matt Breida (9360041),Matt Breida,9360041,3000,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,WR,Kendrick Bourne (9360061),Kendrick Bourne,9360061,3000,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,WR,Tim Patrick (9360137),Tim Patrick,9360137,3000,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,RB,Alex Armah (9360192),Alex Armah,9360192,3000,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,RB,Rashad Jennings (9358837),Rashad Jennings,9358837,3000,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,RB,Shaun Draughn (9358880),Shaun Draughn,9358880,3000,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,WR,Dwayne Harris (9358885),Dwayne Harris,9358885,3000,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,WR,Brice Butler (9359013),Brice Butler,9359013,3000,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,WR,Kevin Norwood (9359140),Kevin Norwood,9359140,3000,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,WR,Uzoma Nwachukwu (9359154),Uzoma Nwachukwu,9359154,3000,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,RB,Ronnie Hillman (9359171),Ronnie Hillman,9359171,3000,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,WR,Javontee Herndon (9359269),Javontee Herndon,9359269,3000,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,RB,Keith Smith (9359316),Keith Smith,9359316,3000,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,RB,Jacob Huesman (9359561),Jacob Huesman,9359561,3000,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,WR,Darius Powe (9359669),Darius Powe,9359669,3000,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,WR,Marquis Bundy (9359728),Marquis Bundy,9359728,3000,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,RB,Shane Smith (9359732),Shane Smith,9359732,3000,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,WR,Canaan Severin (9359750),Canaan Severin,9359750,3000,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,WR,Ryan Switzer (9359881),Ryan Switzer,9359881,3000,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,WR,Jerome Lane (9359969),Jerome Lane,9359969,3000,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,WR,Keeon Johnson (9359985),Keeon Johnson,9359985,3000,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,WR,Lance Lenoir (9360010),Lance Lenoir,9360010,3000,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,WR,Karel Hamilton (9360013),Karel Hamilton,9360013,3000,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,RB,Khalid Abdullah (9360043),Khalid Abdullah,9360043,3000,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,WR,Brian Brown (9360053),Brian Brown,9360053,3000,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,WR,Travis Rudolph (9360113),Travis Rudolph,9360113,3000,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,WR,Noah Brown (9360123),Noah Brown,9360123,3000,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,WR,C.J. Germany (9360174),C.J. Germany,9360174,3000,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,WR,Kevin Snead (9360202),Kevin Snead,9360202,3000,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,WR,Ed Eagan (9360238),Ed Eagan,9360238,3000,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,RB,Terrell Newby (9358526),Terrell Newby,9358526,3000,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,RB,C.J. Ham (9358528),C.J. Ham,9358528,3000,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,RB,Bronson Hill (9358530),Bronson Hill,9358530,3000,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,WR,Jarius Wright (9358538),Jarius Wright,9358538,3000,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,WR,Michael Floyd (9358540),Michael Floyd,9358540,3000,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,WR,Moritz Bohringer (9358542),Moritz Bohringer,9358542,3000,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,WR,Rodney Adams (9358544),Rodney Adams,9358544,3000,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,WR,R.J. Shelton (9358546),R.J. Shelton,9358546,3000,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,WR,Stacy Coley (9358548),Stacy Coley,9358548,3000,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,WR,Isaac Fruechte (9358550),Isaac Fruechte,9358550,3000,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,WR,Cayleb Jones (9358552),Cayleb Jones,9358552,3000,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,RB,Zach Line (9358633),Zach Line,9358633,3000,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,RB,Daniel Lasco II (9358635),Daniel Lasco II,9358635,3000,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,RB,Travaris Cadet (9358637),Travaris Cadet,9358637,3000,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,RB,John Kuhn (9358639),John Kuhn,9358639,3000,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,RB,Trey Edmunds (9358641),Trey Edmunds,9358641,3000,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,RB,Darius Victor (9358643),Darius Victor,9358643,3000,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,WR,Jake Lampman (9358653),Jake Lampman,9358653,3000,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,WR,De'Quan Hampton (9358655),De'Quan Hampton,9358655,3000,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,WR,Dan Arnold (9358657),Dan Arnold,9358657,3000,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,WR,Travin Dural (9358659),Travin Dural,9358659,3000,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,WR,Tommylee Lewis (9358661),Tommylee Lewis,9358661,3000,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,WR,Corey Fuller (9358663),Corey Fuller,9358663,3000,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,RB,Stanley Williams (9358419),Stanley Williams,9358419,3000,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,RB,Andy Janovich (9358421),Andy Janovich,9358421,3000,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,RB,Juwan Thompson (9358423),Juwan Thompson,9358423,3000,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,RB,Stevan Ridley (9358425),Stevan Ridley,9358425,3000,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,WR,Jordan Taylor (9358431),Jordan Taylor,9358431,3000,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,WR,Bennie Fowler (9358433),Bennie Fowler,9358433,3000,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,WR,Marlon Brown (9358435),Marlon Brown,9358435,3000,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,WR,Hunter Sharp (9358437),Hunter Sharp,9358437,3000,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,WR,Isaiah McKenzie (9358439),Isaiah McKenzie,9358439,3000,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,WR,Cody Latimer (9358441),Cody Latimer,9358441,3000,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,WR,Anthony Nash (9358443),Anthony Nash,9358443,3000,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,WR,Carlos Henderson (9358445),Carlos Henderson,9358445,3000,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,RB,Kenneth Farrow (9358686),Kenneth Farrow,9358686,3000,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,RB,Austin Ekeler (9358688),Austin Ekeler,9358688,3000,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,RB,Derek Watt (9358690),Derek Watt,9358690,3000,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,RB,Andre Williams (9358692),Andre Williams,9358692,3000,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,RB,Kenjon Barner (9358694),Kenjon Barner,9358694,3000,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,WR,Da'Ron Brown (9358706),Da'Ron Brown,9358706,3000,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,WR,Geremy Davis (9358708),Geremy Davis,9358708,3000,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,WR,Isaiah Burse (9358710),Isaiah Burse,9358710,3000,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,WR,Jamaal Jones (9358712),Jamaal Jones,9358712,3000,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,WR,Artavis Scott (9358714),Artavis Scott,9358714,3000,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,WR,Andre Patton (9358716),Andre Patton,9358716,3000,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,WR,Cameron Posey (9358718),Cameron Posey,9358718,3000,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,WR,Mitchell Paige (9358720),Mitchell Paige,9358720,3000,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,TE,Antonio Gates (9358724),Antonio Gates,9358724,3000,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,DST,Chargers  (9358736),Chargers ,9358736,3000,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,TE,Julius Thomas (9359233),Julius Thomas,9359233,2900,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,DST,Seahawks  (9358757),Seahawks ,9358757,2900,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,DST,Cowboys  (9358743),Cowboys ,9358743,2900,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,TE,Evan Engram (9360027),Evan Engram,9360027,2900,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,DST,Vikings  (9358568),Vikings ,9358568,2900,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,TE,Coby Fleener (9358665),Coby Fleener,9358665,2900,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,TE,Zach Miller (9358811),Zach Miller,9358811,2800,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,DST,Ravens  (9358762),Ravens ,9358762,2800,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,TE,Benjamin Watson (9358817),Benjamin Watson,9358817,2800,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,TE,Vance McDonald (9359086),Vance McDonald,9359086,2800,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,DST,Cardinals  (9358754),Cardinals ,9358754,2800,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,DST,Dolphins  (9358750),Dolphins ,9358750,2800,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,TE,Dwayne Allen (9358614),Dwayne Allen,9358614,2700,KC@NE 08:30PM ET,NE,
,,,,,,,,,,TE,Austin Seferian-Jenkins (9359392),Austin Seferian-Jenkins,9359392,2700,NYJ@BUF 01:00PM ET,NYJ,
,,,,,,,,,,TE,David Njoku (9360111),David Njoku,9360111,2700,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,TE,Jermaine Gresham (9358900),Jermaine Gresham,9358900,2700,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,TE,Ryan Griffin (9359059),Ryan Griffin,9359059,2700,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,DST,Eagles  (9358753),Eagles ,9358753,2700,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,DST,Colts  (9358747),Colts ,9358747,2700,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,TE,Erik Swoope (9359231),Erik Swoope,9359231,2700,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,TE,Richard Rodgers (9359526),Richard Rodgers,9359526,2700,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,TE,Virgil Green (9358453),Virgil Green,9358453,2700,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,TE,Will Tye (9359247),Will Tye,9359247,2600,NYJ@BUF 01:00PM ET,NYJ,
,,,,,,,,,,TE,Maxx Williams (9359607),Maxx Williams,9359607,2600,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,DST,Lions  (9358744),Lions ,9358744,2600,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,DST,Titans  (9358746),Titans ,9358746,2600,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,TE,Tyler Higbee (9359448),Tyler Higbee,9359448,2600,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,TE,Garrett Celek (9358978),Garrett Celek,9358978,2600,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,DST,Giants  (9358751),Giants ,9358751,2600,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,TE,A.J. Derby (9358449),A.J. Derby,9358449,2600,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,TE,Jake Butt (9358451),Jake Butt,9358451,2600,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,TE,Ross Travis (9358504),Ross Travis,9358504,2500,KC@NE 08:30PM ET,KC,
,,,,,,,,,,TE,Demetrius Harris (9358506),Demetrius Harris,9358506,2500,KC@NE 08:30PM ET,KC,
,,,,,,,,,,TE,Orson Charles (9358508),Orson Charles,9358508,2500,KC@NE 08:30PM ET,KC,
,,,,,,,,,,TE,Gavin Escobar (9358510),Gavin Escobar,9358510,2500,KC@NE 08:30PM ET,KC,
,,,,,,,,,,TE,James Winchester (9358512),James Winchester,9358512,2500,KC@NE 08:30PM ET,KC,
,,,,,,,,,,TE,Jacob Hollister (9358618),Jacob Hollister,9358618,2500,KC@NE 08:30PM ET,NE,
,,,,,,,,,,TE,Sam Cotton (9358620),Sam Cotton,9358620,2500,KC@NE 08:30PM ET,NE,
,,,,,,,,,,TE,Chris Gragg (9359061),Chris Gragg,9359061,2500,NYJ@BUF 01:00PM ET,NYJ,
,,,,,,,,,,TE,Logan Thomas (9359129),Logan Thomas,9359129,2500,NYJ@BUF 01:00PM ET,BUF,
,,,,,,,,,,TE,Eric Tomlinson (9359263),Eric Tomlinson,9359263,2500,NYJ@BUF 01:00PM ET,NYJ,
,,,,,,,,,,TE,Nick O'Leary (9359477),Nick O'Leary,9359477,2500,NYJ@BUF 01:00PM ET,BUF,
,,,,,,,,,,TE,Wes Saxton (9359622),Wes Saxton,9359622,2500,NYJ@BUF 01:00PM ET,BUF,
,,,,,,,,,,TE,Jason Croom (9359655),Jason Croom,9359655,2500,NYJ@BUF 01:00PM ET,BUF,
,,,,,,,,,,TE,Jordan Leggett (9359914),Jordan Leggett,9359914,2500,NYJ@BUF 01:00PM ET,NYJ,
,,,,,,,,,,TE,Brandon Barnes (9360059),Brandon Barnes,9360059,2500,NYJ@BUF 01:00PM ET,NYJ,
,,,,,,,,,,TE,Jason Vander Laan (9360063),Jason Vander Laan,9360063,2500,NYJ@BUF 01:00PM ET,NYJ,
,,,,,,,,,,TE,Khari Lee (9360144),Khari Lee,9360144,2500,NYJ@BUF 01:00PM ET,BUF,
,,,,,,,,,,TE,Busta Anderson (9360220),Busta Anderson,9360220,2500,NYJ@BUF 01:00PM ET,BUF,
,,,,,,,,,,TE,Jacob Tamme (9358799),Jacob Tamme,9358799,2500,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,TE,Patrick Scales (9358970),Patrick Scales,9358970,2500,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,TE,Levine Toilolo (9359117),Levine Toilolo,9359117,2500,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,TE,Dion Sims (9359158),Dion Sims,9359158,2500,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,TE,Alex Gray (9359181),Alex Gray,9359181,2500,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,TE,MyCole Pruitt (9359237),MyCole Pruitt,9359237,2500,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,TE,Daniel Brown (9359333),Daniel Brown,9359333,2500,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,TE,Joshua Perkins (9359535),Joshua Perkins,9359535,2500,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,TE,Darion Griswold (9359541),Darion Griswold,9359541,2500,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,TE,Ben Braunecker (9359641),Ben Braunecker,9359641,2500,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,TE,Eric Saubert (9359779),Eric Saubert,9359779,2500,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,TE,Adam Shaheen (9360190),Adam Shaheen,9360190,2500,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,TE,Andrew DePaola (9360204),Andrew DePaola,9360204,2500,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,TE,Clark Harris (9358788),Clark Harris,9358788,2500,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,TE,Larry Donnell (9358974),Larry Donnell,9358974,2500,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,TE,Ryan Hewitt (9359114),Ryan Hewitt,9359114,2500,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,TE,Tyler Kroft (9359379),Tyler Kroft,9359379,2500,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,TE,C.J. Uzomah (9359390),C.J. Uzomah,9359390,2500,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,TE,Ryan Malleck (9359426),Ryan Malleck,9359426,2500,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,TE,Nick Boyle (9359551),Nick Boyle,9359551,2500,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,TE,Mason Schreck (9359758),Mason Schreck,9359758,2500,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,TE,Cethan Carter (9359886),Cethan Carter,9359886,2500,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,TE,Gary Barnidge (9358842),Gary Barnidge,9358842,2500,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,TE,David Johnson (9358850),David Johnson,9358850,2500,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,TE,Ladarius Green (9359070),Ladarius Green,9359070,2500,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,TE,Xavier Grimble (9359277),Xavier Grimble,9359277,2500,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,TE,Randall Telfer (9359279),Randall Telfer,9359279,2500,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,TE,Jake McGee (9359283),Jake McGee,9359283,2500,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,TE,Seth DeValve (9359592),Seth DeValve,9359592,2500,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,TE,Taylor McNamara (9359603),Taylor McNamara,9359603,2500,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,TE,Nate Iese (9359675),Nate Iese,9359675,2500,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,TE,J.P. Holtz (9359720),J.P. Holtz,9359720,2500,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,TE,Phazahn Odom (9359724),Phazahn Odom,9359724,2500,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,TE,Darren Fells (9358827),Darren Fells,9358827,2500,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,TE,Ifeanyi Momah (9358945),Ifeanyi Momah,9358945,2500,ARI@DET 01:00PM ET,ARI,
