playerId,player,team,position,age,exp,bye,points,lower,upper,sdPts,positionRank,dropoff,tier,ptSpread,overallECR,positionECR,sdRank,risk,sleeper,salary
2507999,Chris Ivory,JAC,RB,29,7,8,4.245769318,2.51,5.699382583,1.652282478,76,0.114838592,21,3.189382583,NA,64.5,6.9,6.370296627,NA,NA
2541834,Josh Hill,NO,TE,27,4,5,4.243876783,2.67,5.05,1.120646467,43,0.067107721,16,2.38,NA,35.3,3.9,4.65991094,NA,NA
2550284,Trey Burton,PHI,TE,26,3,10,4.200583703,2.23,5.069639087,1.304228228,44,0.098478769,16,2.839639087,NA,43.5,0.5,2.655175428,NA,NA
2557978,James Conner,PIT,RB,22,0,9,4.170458427,0.13,6.653,3.159441213,77,0.341352512,21,6.523,NA,65.5,6.3,5.851806012,NA,NA
2495888,Marcedes Lewis,JAC,TE,33,11,8,4.152954421,2.99,4.970624531,0.967614754,45,0.108823601,16,1.980624531,NA,39.7,2.4,3.775468802,NA,NA
2495461,Shaun Draughn,FA,RB,30,6,NA,4.091403026,1.189958735,4.198220183,1.666683471,78,0.5304561,22,3.008261449,NA,NA,NA,NA,NA,NA
2495425,Scott Tolzien,IND,QB,30,6,11,4.053127768,0,8.705982955,7.102376175,34,2.289725956,22,8.705982955,NA,30.1,3,9.66913751,NA,NA
2557889,Gerald Everett,LAR,TE,23,0,9,4.051255446,2.01,5.642625817,2.055468925,46,0.12247754,17,3.632625817,NA,40.7,6.9,6.428795215,NA,NA
2553830,Will Tye,NYJ,TE,NA,NA,11,4.037006195,3.05,4.760323713,1.001739838,47,0.223952844,17,1.710323713,NA,40,11.9,9.376935673,NA,NA
2557895,Dede Westbrook,JAC,WR,24,0,8,3.976666839,0.13,6.437073698,3.033706013,112,0.083474134,27,6.307073698,NA,87.4,7.2,7.647746768,NA,NA
2557870,Taywan Taylor,TEN,WR,NA,0,8,3.91752702,0.61,5.808859138,2.481455417,113,0.095456226,27,5.198859138,NA,92.6,3.9,6.041531581,NA,NA
2541388,Brice Butler,DAL,WR,27,4,6,3.868858391,2.14,5.262078551,1.648808486,114,0.155707922,27,3.122078551,NA,NA,NA,6.70249253,NA,NA
2552468,Maxx Williams,BAL,TE,23,2,10,3.820549617,2.27,5.246143655,1.764235188,48,0.056635881,17,2.976143655,NA,41.4,3.7,4.541985322,NA,NA
2539995,Mychal Rivera,JAC,TE,27,4,8,3.805557084,1.530123796,4.3072,1.882910878,49,0.193699743,18,2.777076204,NA,NA,NA,NA,NA,NA
2553606,Jordan Taylor,DEN,WR,25,2,5,3.775283197,3.01,4.380375112,0.762318218,115,0.185712807,27,1.370375112,NA,NA,NA,4.544816695,NA,NA
2556365,Seth DeValve,CLE,TE,24,1,9,3.72227039,1.67,4.81255322,1.46837717,50,0.264110913,19,3.14255322,NA,37.2,6.9,6.428795215,NA,NA
2540151,Justin Hunter,PIT,WR,26,4,9,3.65101774,1.016339869,4.942906977,2.219120521,116,0.15195622,27,3.926567107,NA,NA,NA,8.090605337,NA,NA
100007,Browns,CLE,DST,NA,NA,9,3.625214286,2.4,4.574418605,1.022763011,32,NA,27,2.174418605,NA,30.7,1.5,2.26542741,NA,NA
2495258,Matt Asiata,FA,RB,30,6,NA,3.566808803,0.914855571,4.328165138,2.270405838,79,0.013827734,22,3.413309567,NA,NA,NA,NA,NA,NA
2557850,DeAngelo Henderson,DEN,RB,25,0,5,3.555085048,3.233,3.71301925,0.415071681,80,0.022709061,22,0.48001925,NA,77.1,10,9.049164808,NA,NA
2539980,Kerwynn Williams,ARI,RB,26,4,8,3.550877092,2.53,4.607263642,1.358738407,81,0.070411452,22,2.077263642,NA,76.3,2.9,2.913692523,NA,NA
2534436,Deonte Thompson,CHI,WR,28,5,9,3.52812304,0,5.796019648,2.921936306,117,0.061837999,27,5.796019648,NA,96.7,9.4,8.134485069,NA,NA
2543600,Alfred Blue,HOU,RB,26,3,7,3.513874883,0.718487395,4.453944954,1.944932868,82,0.094959197,22,3.735457559,NA,67.2,10.4,9.394825219,NA,NA
2550405,Erik Swoope,IND,TE,25,3,11,3.501444292,1.344979367,3.562807339,1.23364146,51,0.187236728,20,2.217827972,NA,NA,NA,NA,NA,NA
2558254,Robert Davis,FA,WR,22,0,NA,3.47,1.2,3.0562925,1.605132393,118,0.038838755,28,1.8562925,NA,NA,NA,6.596186963,NA,NA
2555419,Pharoh Cooper,LAR,WR,22,1,9,3.462570082,1.399026063,4.948319681,1.872866839,119,0.11994553,29,3.549293618,NA,NA,NA,7.247840076,NA,NA
2535890,Travaris Cadet,FA,RB,28,5,NA,3.447056396,1.459834938,3.935688073,1.569502894,83,0.075417046,22,2.475853135,NA,NA,NA,NA,NA,NA
2558207,Jonnu Smith,TEN,TE,22,0,8,3.414874662,2.843946237,3.812496745,0.569489992,52,0.282119472,21,0.968550508,NA,NA,NA,NA,NA,NA
2539203,Cobi Hamilton,FA,WR,27,4,NA,3.399752407,1.2,3.672477064,1.390625281,120,0.116312692,29,2.472477064,NA,NA,NA,6.074086689,NA,NA
2552375,Cameron Artis-Payne,CAR,RB,25,2,11,3.390774977,0.530999066,4.567094801,2.24291339,84,0.040620395,22,4.036095735,NA,NA,NA,NA,NA,NA
2555461,Wendell Smallwood,PHI,RB,23,1,10,3.352503724,1.659026063,4.515502004,1.36752776,85,0.053204749,22,2.856475941,NA,59.5,7.5,6.888787243,NA,NA
